Date,Currency_code,Country,Local_price,Dollar_price
2016-07-01,CZK,Czech Republic,75,3.055419193
2016-07-01,DKK,Denmark,30,4.439741607
2016-07-01,EGP,Egypt,23,2.590104674
2016-07-01,EUR,Euro area,3.82,4.205628998
2016-07-01,GBP,Britain,2.99,3.940221999
2016-07-01,HKD,Hong Kong,19.2,2.475694355
2016-07-01,HUF,Hungary,900,3.150822522
2016-07-01,IDR,Indonesia,31000,2.364156339
2016-07-01,INR,India,162,2.410714286
2016-07-01,ILS,Israel,16.9,4.379656625
2016-07-01,JPY,Japan,370,3.466854064
2016-07-01,KRW,South Korea,4400,3.856435427
2016-07-01,LKR,Sri Lanka,530,3.625170999
2016-07-01,MXN,Mexico,44,2.37388724
2016-07-01,MYR,Malaysia,8,1.986590514
2016-07-01,NOK,Norway,46.8,5.510063519
2016-07-01,NZD,New Zealand,6,4.221300001
2016-07-01,PKR,Pakistan,375,3.577561534
2016-07-01,PEN,Peru,10,3.024940636
2016-07-01,PHP,Philippines,133,2.822880187
2016-07-01,PLN,Poland,9.6,2.420788521
2016-07-01,RUB,Russia,130,2.050229034
2016-07-01,SAR,Saudi Arabia,12,3.19957339
2016-07-01,SGD,Singapore,5.45,4.014141563
2016-07-01,SEK,Sweden,44.94,5.228712543
2016-07-01,THB,Thailand,119,3.403403403
2016-07-01,TRY,Turkey,10.75,3.53263995
2016-07-01,TWD,Taiwan,69,2.154297668
2016-07-01,UAH,Ukraine,39,1.572580645
2016-07-01,UYU,Uruguay,123,4.077573347
2016-07-01,USD,United States,5.04,5.04
2016-07-01,VND,Vietnam,60000,2.69058296
2016-07-01,ZAR,South Africa,30,2.101760224
2017-01-01,AED,UAE,13,3.539341138
2017-01-01,ARS,Argentina,55,3.468390352
2017-01-01,AUD,Australia,5.8,4.275180001
2017-01-01,BRL,Brazil,16.5,5.117945378
2017-01-01,CAD,Canada,5.98,4.509803922
2017-01-01,CHF,Switzerland,6.5,6.350136772
2017-01-01,CLP,Chile,2450,3.641471154
2017-01-01,CNY,China,19.6,2.829671123
2017-01-01,COP,Colombia,9900,3.305923112
2017-01-01,CRC,Costa Rica,2250,4.058954053
2017-01-01,CZK,Czech Republic,75,2.905653433
2017-01-01,DKK,Denmark,30,4.224608344
2017-01-01,EGP,Egypt,27.49,1.464571124
2017-01-01,EUR,Euro area,3.88,4.061778002
2017-01-01,GBP,Britain,3.09,3.728394002
2017-01-01,HKD,Hong Kong,19.2,2.475518795
2017-01-01,HUF,Hungary,900,3.054811464
2017-01-01,IDR,Indonesia,31000,2.325755871
2017-01-01,INR,India,170,2.48801727
2017-01-01,ILS,Israel,16.9,4.383916991
2017-01-01,JPY,Japan,380,3.257189388
2017-01-01,KRW,South Korea,4400,3.677546074
2017-01-01,LKR,Sri Lanka,550,3.665200586
2017-01-01,MXN,Mexico,49,2.232295392
2017-01-01,MYR,Malaysia,8,1.7891088
2017-01-01,NOK,Norway,49,5.665820648
2017-01-01,NZD,New Zealand,6,4.1853
2017-01-01,PKR,Pakistan,375,3.579098067
2017-01-01,PEN,Peru,11,3.242064311
2017-01-01,PHP,Philippines,133,2.680640935
2017-01-01,PLN,Poland,9.6,2.300971921
2017-01-01,RUB,Russia,130,2.15098242
2017-01-01,SAR,Saudi Arabia,12,3.199445429
2017-01-01,SGD,Singapore,5.6,3.892267593
2017-01-01,SEK,Sweden,48,5.260533396
2017-01-01,THB,Thailand,119,3.345233745
2017-01-01,TRY,Turkey,10.75,2.748552216
2017-01-01,TWD,Taiwan,69,2.162670428
2017-01-01,UAH,Ukraine,42,1.542133284
2017-01-01,UYU,Uruguay,125,4.351610096
2017-01-01,USD,United States,5.06,5.06
2017-01-01,VND,Vietnam,60000,2.658160553
2017-01-01,ZAR,South Africa,26.32,1.886400287
2017-07-01,AED,UAE,14,3.811598149
2017-07-01,ARS,Argentina,70,4.125534109
2017-07-01,AUD,Australia,5.9,4.527955001
2017-07-01,BRL,Brazil,16.5,5.101567573
2017-07-01,CAD,Canada,5.97,4.655696795
2017-07-01,CHF,Switzerland,6.5,6.741689571
2017-07-01,CLP,Chile,2550,3.844095545
2017-07-01,CNY,China,19.8,2.917127072
2017-07-01,COP,Colombia,9900,3.243604529
2017-07-01,CRC,Costa Rica,2290,4.000034935
2017-07-01,CZK,Czech Republic,75,3.281399714
2017-07-01,DKK,Denmark,30,4.606490545
2017-07-01,EGP,Egypt,31.37,1.753983785
2017-07-01,EUR,Euro area,3.91,4.4650245
2017-07-01,GBP,Britain,3.19,4.111431502
2017-07-01,HKD,Hong Kong,19.2,2.457914613
2017-07-01,HUF,Hungary,862,3.208947528
2017-07-01,IDR,Indonesia,32126,2.402932047
2017-07-01,INR,India,178,2.757231925
2017-07-01,ILS,Israel,16.9,4.773337099
2017-07-01,JPY,Japan,380,3.361047232
2017-07-01,KRW,South Korea,4400,3.843969772
2017-07-01,LKR,Sri Lanka,580,3.772971215
2017-07-01,MXN,Mexico,49,2.754240265
2017-07-01,MYR,Malaysia,8.6,2.003027833
2017-07-01,NOK,Norway,49,5.914160189
2017-07-01,NZD,New Zealand,6.1,4.432259999
2017-07-01,PKR,Pakistan,375,3.566333809
2017-07-01,PEN,Peru,10.5,3.229278794
2017-07-01,PHP,Philippines,134,2.649451821
2017-07-01,PLN,Poland,10.1,2.723399666
2017-07-01,RUB,Russia,137,2.278135388
2017-07-01,SAR,Saudi Arabia,12,3.199872005
2017-07-01,SGD,Singapore,5.6,4.06474559
2017-07-01,SEK,Sweden,48.97,5.818920701
2017-07-01,THB,Thailand,119,3.496246676
2017-07-01,TRY,Turkey,10.75,3.006110094
2017-07-01,TWD,Taiwan,69,2.26396522
2017-07-01,UAH,Ukraine,44,1.697858383
2017-07-01,UYU,Uruguay,130,4.52882773
2017-07-01,USD,United States,5.3,5.3
2017-07-01,VND,Vietnam,60000,2.63939294
2017-07-01,ZAR,South Africa,30,2.260738508
2018-01-01,AED,UAE,14,3.811598149
2018-01-01,ARS,Argentina,75,3.96039604
2018-01-01,AUD,Australia,5.9,4.706135
2018-01-01,BRL,Brazil,16.5,5.111682518
2018-01-01,CAD,Canada,6.55,5.25724376
2018-01-01,CHF,Switzerland,6.5,6.764843628
2018-01-01,CLP,Chile,2600,4.290889287
2018-01-01,CNY,China,20.4,3.171641791
2018-01-01,COP,Colombia,10900,3.832468391
2018-01-01,CRC,Costa Rica,2290,4.027931683
2018-01-01,CZK,Czech Republic,79,3.807779438
2018-01-01,DKK,Denmark,30,4.93202032
2018-01-01,EGP,Egypt,34.21,1.932768362
2018-01-01,EUR,Euro area,3.95,4.835787497
2018-01-01,GBP,Britain,3.19,4.413045999
2018-01-01,HKD,Hong Kong,20.5,2.621818647
2018-01-01,HUF,Hungary,864,3.426638505
2018-01-01,IDR,Indonesia,35750,2.67609851
2018-01-01,INR,India,180,2.81861066
2018-01-01,ILS,Israel,16.5,4.801606356
2018-01-01,JPY,Japan,380,3.431925943
2018-01-01,KRW,South Korea,4400,4.115033902
2018-01-01,LKR,Sri Lanka,580,3.771131339
2018-01-01,MXN,Mexico,48,2.57186487
2018-01-01,MYR,Malaysia,9,2.276176024
2018-01-01,NOK,Norway,49,6.241958701
2018-01-01,NZD,New Zealand,6.2,4.510190001
2018-01-01,PKR,Pakistan,375,3.393511606
2018-01-01,PEN,Peru,10.5,3.268991283
2018-01-01,PHP,Philippines,134,2.641695416
2018-01-01,PLN,Poland,10.1,2.965572928
2018-01-01,RUB,Russia,130,2.290950745
2018-01-01,SAR,Saudi Arabia,12,3.19974402
2018-01-01,SGD,Singapore,5.8,4.385467468
2018-01-01,SEK,Sweden,49.1,6.12311069
2018-01-01,THB,Thailand,119,3.72456964
2018-01-01,TRY,Turkey,10.75,2.827013096
2018-01-01,TWD,Taiwan,69,2.334788346
2018-01-01,UAH,Ukraine,47,1.636775205
2018-01-01,UYU,Uruguay,140,4.898530441
2018-01-01,USD,United States,5.28,5.28
2018-01-01,VND,Vietnam,65000,2.861986218
2018-01-01,ZAR,South Africa,30,2.447351354
2018-07-01,AED,United Arab Emirates,14,3.811442495
2018-07-01,ARS,Argentina,75,2.705139766
2018-07-01,AUD,Australia,6.05,4.5154175
2018-07-01,AZN,Azerbaijan,3.95,2.321140003
2018-07-01,BHD,Bahrain,1.2,3.161638783
2018-07-01,BRL,Brazil,16.9,4.402933552
2018-07-01,CAD,Canada,6.65,5.06724578
2018-07-01,CHF,Switzerland,6.5,6.544173169
2018-07-01,CLP,Chile,2640,4.050757215
2018-07-01,CNY,China,20.5,3.095741468
2018-07-01,COP,Colombia,11900,4.140469787
2018-07-01,CRC,Costa Rica,2290,4.03311025
2018-07-01,CZK,Czech Republic,75,3.399086779
2018-07-01,DKK,Denmark,30,4.717648724
2018-07-01,EGP,Egypt,31.37,1.752024574
2018-07-01,EUR,Euro area,4.04,4.735082
2018-07-01,GBP,Britain,3.19,4.231535
2018-07-01,GTQ,Guatemala,25,3.339076545
2018-07-01,HKD,Hong Kong,20,2.548338802
2018-07-01,HNL,Honduras,85,3.542759017
2018-07-01,HRK,Croatia,21,3.326600927
2018-07-01,HUF,Hungary,850,3.074917285
2018-07-01,IDR,Indonesia,31500,2.193593315
2018-07-01,INR,India,173,2.513621504
2018-07-01,ILS,Israel,17,4.676882445
2018-07-01,JOD,Jordan,1.95,2.746285473
2018-07-01,JPY,Japan,390,3.505617978
2018-07-01,KRW,South Korea,4500,4.032258065
2018-07-01,KWD,Kuwait,1.05,3.47107438
2018-07-01,LBP,Lebanon,6500,4.301786896
2018-07-01,LKR,Sri Lanka,580,3.641614868
2018-07-01,MDL,Moldova,43,2.582179359
2018-07-01,MXN,Mexico,49,2.57197596
2018-07-01,MYR,Malaysia,8.45,2.100683654
2018-07-01,NIO,Nicaragua,103,3.260814507
2018-07-01,NOK,Norway,42,5.222906174
2018-07-01,NZD,New Zealand,6.2,4.23398
2018-07-01,OMR,Oman,1.05,2.727272727
2018-07-01,PKR,Pakistan,375,3.0866738
2018-07-01,PEN,Peru,10.5,3.20953691
2018-07-01,PHP,Philippines,140,2.617458448
2018-07-01,PLN,Poland,10.1,2.739391638
2018-07-01,QAR,Qatar,12,3.295797858
2018-07-01,RON,Romania,9.2,2.315484805
2018-07-01,RUB,Russia,130,2.092028326
2018-07-01,SAR,Saudi Arabia,12,3.199658703
2018-07-01,SGD,Singapore,5.8,4.277759339
2018-07-01,SEK,Sweden,51,5.826840025
2018-07-01,THB,Thailand,119,3.587579138
2018-07-01,TRY,Turkey,10.75,2.284196547
2018-07-01,TWD,Taiwan,69,2.271791917
2018-07-01,UAH,Ukraine,50,1.908469789
2018-07-01,UYU,Uruguay,140,4.471414883
2018-07-01,USD,United States,5.51,5.51
2018-07-01,VND,Vietnam,65000,2.82124178
2018-07-01,ZAR,South Africa,31,2.320029337
2019-01-01,AED,United Arab Emirates,14,3.811442495
2019-01-01,ARS,Argentina,75,2.002402883
2019-01-01,AUD,Australia,6.1,4.352045
2019-01-01,AZN,Azerbaijan,3.95,2.328323018
2019-01-01,BHD,Bahrain,1.2,3.183023873
2019-01-01,BRL,Brazil,16.9,4.545515674
2019-01-01,CAD,Canada,6.77,5.084873066
2019-01-01,CHF,Switzerland,6.5,6.62150461
2019-01-01,CLP,Chile,2640,3.888127955
2019-01-01,CNY,China,20.9,3.051228521
2019-01-01,COP,Colombia,11900,3.728654238
2019-01-01,CRC,Costa Rica,2290,3.772807776
2019-01-01,CZK,Czech Republic,85,3.80966894
2019-01-01,DKK,Denmark,30,4.604440215
2019-01-01,EGP,Egypt,40,2.233389168
2019-01-01,EUR,Euro area,4.05,4.6419075
2019-01-01,GBP,Britain,3.19,4.072992
2019-01-01,GTQ,Guatemala,25,3.234864071
2019-01-01,HKD,Hong Kong,20,2.552860161
2019-01-01,HNL,Honduras,85,3.492323052
2019-01-01,HRK,Croatia,21,3.241315974
2019-01-01,HUF,Hungary,850,3.032803336
2019-01-01,IDR,Indonesia,33000,2.342086586
2019-01-01,INR,India,178,2.554351726
2019-01-01,ILS,Israel,17,4.584867241
2019-01-01,JOD,Jordan,1.95,2.748027057
2019-01-01,JPY,Japan,390,3.596458871
2019-01-01,KRW,South Korea,4500,4.02288575
2019-01-01,KWD,Kuwait,1.05,3.464203233
2019-01-01,LBP,Lebanon,6500,4.313205043
2019-01-01,LKR,Sri Lanka,580,3.182529013
2019-01-01,MDL,Moldova,40,2.317094364
2019-01-01,MXN,Mexico,49,2.537709588
2019-01-01,MYR,Malaysia,9.05,2.197935641
2019-01-01,NIO,Nicaragua,103,3.182873053
2019-01-01,NOK,Norway,50,5.859672561
2019-01-01,NZD,New Zealand,6.2,4.1912
2019-01-01,OMR,Oman,1.05,2.727981294
2019-01-01,PKR,Pakistan,460,3.312211982
2019-01-01,PEN,Peru,10.5,3.135732418
2019-01-01,PHP,Philippines,140,2.672138188
2019-01-01,PLN,Poland,10.5,2.801157812
2019-01-01,QAR,Qatar,12,3.295571576
2019-01-01,RON,Romania,9.3,2.286725925
2019-01-01,RUB,Russia,110.17,1.652095674
2019-01-01,SAR,Saudi Arabia,12,3.199018968
2019-01-01,SGD,Singapore,5.8,4.277601593
2019-01-01,SEK,Sweden,52,5.838596491
2019-01-01,THB,Thailand,119,3.717878622
2019-01-01,TRY,Turkey,10.75,1.996879296
2019-01-01,TWD,Taiwan,69,2.240041554
2019-01-01,UAH,Ukraine,54,1.942446043
2019-01-01,UYU,Uruguay,140,4.306367272
2019-01-01,USD,United States,5.58,5.58
2019-01-01,VND,Vietnam,65000,2.801844907
2019-01-01,ZAR,South Africa,31,2.235442582
2019-07-09,AED,United Arab Emirates,14.75,4.015626914
2019-07-09,ARS,Argentina,120,2.870504372
2019-07-09,AUD,Australia,6.15,4.260105
2019-07-09,AZN,Azerbaijan,3.95,2.328323018
2019-07-09,BHD,Bahrain,1.4,3.713527851
2019-07-09,BRL,Brazil,17.5,4.596433168
2019-07-09,CAD,Canada,6.77,5.155934656
2019-07-09,CHF,Switzerland,6.5,6.542197172
2019-07-09,CLP,Chile,2640,3.827473722
2019-07-09,CNY,China,21,3.050286146
2019-07-09,COP,Colombia,11900,3.687635575
2019-07-09,CRC,Costa Rica,2290,3.935147396
2019-07-09,CZK,Czech Republic,85,3.728184637
2019-07-09,DKK,Denmark,30,4.504978001
2019-07-09,EGP,Egypt,42,2.527836293
2019-07-09,EUR,Euro area,4.08,4.572252
2019-07-09,GBP,Britain,3.29,4.101314
2019-07-09,GTQ,Guatemala,25,3.255123564
2019-07-09,HKD,Hong Kong,20.5,2.624671916
2019-07-09,HNL,Honduras,86,3.512584037
2019-07-09,HRK,Croatia,22,3.334293206
2019-07-09,HUF,Hungary,900,3.097667388
2019-07-09,IDR,Indonesia,32000,2.264685067
2019-07-09,INR,India,183,2.669412904
2019-07-09,ILS,Israel,17,4.766310595
2019-07-09,JOD,Jordan,2.3,3.244005642
2019-07-09,JPY,Japan,390,3.585712316
2019-07-09,KRW,South Korea,4500,3.811782644
2019-07-09,KWD,Kuwait,1.1,3.612479475
2019-07-09,LBP,Lebanon,6500,4.313205043
2019-07-09,LKR,Sri Lanka,640,3.643090935
2019-07-09,MDL,Moldova,43,2.413804718
2019-07-09,MXN,Mexico,50,2.646167688
2019-07-09,MYR,Malaysia,8.85,2.136391068
2019-07-09,NIO,Nicaragua,110,3.317039633
2019-07-09,NOK,Norway,42,4.853948167
2019-07-09,NZD,New Zealand,6.4,4.2288
2019-07-09,OMR,Oman,1.21,3.142857143
2019-07-09,PKR,Pakistan,480,3.048586853
2019-07-09,PEN,Peru,10.5,3.194596568
2019-07-09,PHP,Philippines,142,2.767087251
2019-07-09,PLN,Poland,10.8,2.836320662
2019-07-09,QAR,Qatar,13,3.569712364
2019-07-09,RON,Romania,9.3,2.204209329
2019-07-09,RUB,Russia,130,2.036380725
2019-07-09,SAR,Saudi Arabia,13,3.466343141
2019-07-09,SGD,Singapore,5.8,4.260633218
2019-07-09,SEK,Sweden,51,5.382557348
2019-07-09,THB,Thailand,119,3.860189766
2019-07-09,TRY,Turkey,13.99,2.444949318
2019-07-09,TWD,Taiwan,72,2.309765174
2019-07-09,UAH,Ukraine,57,2.222438834
2019-07-09,UYU,Uruguay,164,4.663131406
2019-07-09,USD,United States,5.74,5.74
2019-07-09,VND,Vietnam,65000,2.79798545
2019-07-09,ZAR,South Africa,31,2.186948854
2020-01-14,AED,United Arab Emirates,14.75,4.015626914
2020-01-14,ARS,Argentina,171,2.846887403
2020-01-14,AUD,Australia,6.45,4.451145
2020-01-14,AZN,Azerbaijan,3.95,2.328323018
2020-01-14,BHD,Bahrain,1.4,3.713527851
2020-01-14,BRL,Brazil,19.9,4.804558295
2020-01-14,CAD,Canada,6.77,5.181585091
2020-01-14,CHF,Switzerland,6.5,6.713142267
2020-01-14,CLP,Chile,2640,3.416414318
2020-01-14,CNY,China,21.5,3.122730574
2020-01-14,COP,Colombia,11900,3.619634234
2020-01-14,CRC,Costa Rica,2350,4.123060188
2020-01-14,CZK,Czech Republic,85,3.755918333
2020-01-14,DKK,Denmark,30,4.464717569
2020-01-14,EGP,Egypt,42,2.644836272
2020-01-14,EUR,Euro area,4.12,4.582058
2020-01-14,GBP,Britain,3.39,4.4102205
2020-01-14,GTQ,Guatemala,25,3.244098984
2020-01-14,HKD,Hong Kong,20.5,2.636537262
2020-01-14,HNL,Honduras,87,3.52872463
2020-01-14,HRK,Croatia,22,3.28529829
2020-01-14,HUF,Hungary,900,3.012550284
2020-01-14,IDR,Indonesia,33000,2.414045355
2020-01-14,INR,India,188,2.652439433
2020-01-14,ILS,Israel,17,4.914004914
2020-01-14,JOD,Jordan,2.3,3.244005642
2020-01-14,JPY,Japan,390,3.544165758
2020-01-14,KRW,South Korea,4500,3.892396851
2020-01-14,KWD,Kuwait,1.1,3.625576796
2020-01-14,LBP,Lebanon,6500,4.29326288
2020-01-14,LKR,Sri Lanka,580,3.196472858
2020-01-14,MDL,Moldova,45,2.583237658
2020-01-14,MXN,Mexico,50,2.656677559
2020-01-14,MYR,Malaysia,9.5,2.331574426
2020-01-14,NIO,Nicaragua,120,3.542299484
2020-01-14,NOK,Norway,53,5.971730055
2020-01-14,NZD,New Zealand,6.5,4.29455
2020-01-14,OMR,Oman,1.155,2.99961044
2020-01-14,PKR,Pakistan,520,3.357546408
2020-01-14,PEN,Peru,11.9,3.57615098
2020-01-14,PHP,Philippines,142,2.807433768
2020-01-14,PLN,Poland,11,2.897329189
2020-01-14,QAR,Qatar,13,3.570447679
2020-01-14,RON,Romania,9.5,2.210227537
2020-01-14,RUB,Russia,135,2.197533879
2020-01-14,SAR,Saudi Arabia,13,3.465003465
2020-01-14,SGD,Singapore,5.9,4.379616227
2020-01-14,SEK,Sweden,51.5,5.444492605
2020-01-14,THB,Thailand,115,3.798199983
2020-01-14,TRY,Turkey,12.99,2.20908975
2020-01-14,TWD,Taiwan,72,2.409275711
2020-01-14,UAH,Ukraine,57,2.375989996
2020-01-14,UYU,Uruguay,179,4.781621477
2020-01-14,USD,United States,5.67,5.67
2020-01-14,VND,Vietnam,66000,2.847773559
2020-01-14,ZAR,South Africa,31,2.154124105
2020-07-01,AED,United Arab Emirates,14.75,4.015845574
2020-07-01,ARS,Argentina,250,3.50923244
2020-07-01,AUD,Australia,6.55,4.57845
2020-07-01,AZN,Azerbaijan,3.95,2.324896998
2020-07-01,BHD,Bahrain,1.4,3.713035406
2020-07-01,BRL,Brazil,20.9,3.913527886
2020-07-01,CAD,Canada,6.88,5.07674144
2020-07-01,CHF,Switzerland,6.5,6.905710491
2020-07-01,CLP,Chile,2740,3.478481655
2020-07-01,CNY,China,21.7,3.098450775
2020-07-01,COP,Colombia,11900,3.290010257
2020-07-01,CRC,Costa Rica,2350,4.039015168
2020-07-01,CZK,Czech Republic,89,3.801242024
2020-07-01,DKK,Denmark,30,4.580607236
2020-07-01,EGP,Egypt,42,2.63322884
2020-07-01,EUR,Euro area,4.21,4.7861385
2020-07-01,GBP,Britain,3.39,4.2773325
2020-07-01,GTQ,Guatemala,25,3.249707526
2020-07-01,HKD,Hong Kong,20.5,2.644837084
2020-07-01,HNL,Honduras,87,3.523593904
2020-07-01,HRK,Croatia,22,3.319652342
2020-07-01,HUF,Hungary,900,2.890378076
2020-07-01,IDR,Indonesia,34000,2.355386214
2020-07-01,INR,India,190,2.526679743
2020-07-01,ILS,Israel,17,4.946605756
2020-07-01,JOD,Jordan,2.3,3.244005642
2020-07-01,JPY,Japan,390,3.635516197
2020-07-01,KRW,South Korea,4500,3.747033598
2020-07-01,KWD,Kuwait,1.15,3.736192333
2020-07-01,LBP,Lebanon,9000,5.952380952
2020-07-01,LKR,Sri Lanka,680,3.658864676
2020-07-01,MDL,Moldova,47,2.752562225
2020-07-01,MXN,Mexico,50,2.228561241
2020-07-01,MYR,Malaysia,9.99,2.342046653
2020-07-01,NIO,Nicaragua,120,3.49088878
2020-07-01,NOK,Norway,52,5.549004647
2020-07-01,NZD,New Zealand,6.6,4.34841
2020-07-01,OMR,Oman,1.1,2.857142857
2020-07-01,PKR,Pakistan,550,3.303303303
2020-07-01,PEN,Peru,11.9,3.402624882
2020-07-01,PHP,Philippines,142,2.872981831
2020-07-01,PLN,Poland,11,2.789435646
2020-07-01,QAR,Qatar,13,3.570447679
2020-07-01,RON,Romania,9.9,2.323916386
2020-07-01,RUB,Russia,135,1.91258766
2020-07-01,SAR,Saudi Arabia,14,3.732288293
2020-07-01,SGD,Singapore,5.9,4.251945806
2020-07-01,SEK,Sweden,52.6,5.755931016
2020-07-01,THB,Thailand,128,4.078381392
2020-07-01,TRY,Turkey,13.99,2.039507253
2020-07-01,TWD,Taiwan,72,2.444282247
2020-07-01,UAH,Ukraine,59,2.174714338
2020-07-01,UYU,Uruguay,189,4.327418432
2020-07-01,USD,United States,5.71,5.71
2020-07-01,VND,Vietnam,66000,2.84728214
2020-07-01,ZAR,South Africa,31,1.859349228
